@id|amenity|name|fee|opening_hours|changing_table|@lat|@lon
12257897381|toilets|||||42.7790140|13.9525956
12257897382|toilets|||||42.7788636|13.9515173
12258266595|toilets|||||42.9295746|10.5439521
12259678532|toilets|||||45.7199273|8.2708860
12264560128|toilets|||||45.4466276|8.6004275
12269258407|toilets|||||42.6252906|14.0550226
12269258408|toilets|||||42.6244307|14.0566146
12270872890|toilets||yes|||41.2816529|16.4177941
12276982959|toilets|||||44.7805491|10.8588507
12277051938|toilets|||||45.4824351|9.2414544
12281060386|toilets||no|||42.4155944|14.1674241
12281576986|toilets|||||45.6657367|9.6993971
12282091342|toilets|||||46.5916784|11.5535842
12285259419|toilets|||||42.7862323|10.3020202
12285684132|toilets|||||44.1156313|8.2350876
12287892355|toilets||no|||42.4218037|14.2727416
12287921995|toilets||no|||44.3923091|9.0461485
12288010441|toilets|||24/7||45.4696398|10.3757728
12289740668|toilets|||||44.4192389|10.4124037
12290295232|toilets||no||no|42.4522252|14.2363238
12291617281|toilets|||||40.7618104|14.0341498
12292093893|toilets||no|||44.4183864|10.4116157
12294251643|toilets|||||41.4158507|15.6505421
12294251644|toilets||||yes|41.4161323|15.6492680
12294251645|toilets|||||41.4153941|15.6528380
12296467868|toilets|||||44.1888699|9.7876414
12299158673|toilets||yes|||40.7613314|14.0349044
12299665786|toilets|||||41.8906011|12.5587080
12299871530|toilets||no|||37.5125146|15.0210097
12299871531|toilets||no|||37.5117248|15.0211376
12299878216|toilets||no|||45.7859533|8.9573911
12299972332|toilets|||||45.7856001|9.0523536
12301482152|toilets||no|||45.7844732|9.0695049
12303887860|toilets||no|||45.8499447|9.2735587
12305187199|toilets||no|||45.1532707|10.0988656
12305217297|toilets||no|||45.1547765|10.0990635
12305217364|toilets||no||yes|45.1535944|10.0989946
12307295501|toilets||no||yes|45.7017551|13.7182845
12307511901|toilets|||||37.2911471|13.5864782
12309395681|toilets||||yes|42.8497460|11.6910885
12309395682|toilets||||yes|42.8497519|11.6911358
12309800320|toilets|||||46.1651870|9.6764045
12309800322|toilets||yes|24/7||46.1646238|9.6765916
12310097362|toilets|||||40.4727039|17.2337976
12310097363|toilets|||||40.4724444|17.2340877
12312179839|toilets|||||42.4697784|14.0943050
12312509929|toilets|||||42.4681560|14.2162908
12312515297|toilets|||||42.4685007|14.2158530
12312515298|toilets|||||42.4681153|14.2163440
12314557331|toilets|||||46.1437355|9.5748620
12320074957|toilets|||||44.1168091|11.5360348
12320074958|toilets|||||44.1167457|11.5350541
12320074959|toilets|||||44.1165122|11.5341272
12321418285|toilets|||||42.0923534|12.2697070
12323186285|toilets||no||no|46.1496477|9.5267024
12325470643|toilets||no|||44.6958396|8.0192706
12325705166|toilets|||||41.1555943|16.7358990
12334068530|toilets|||||42.5180038|14.1372451
12334762498|toilets|||||42.8793479|13.0414327
12335452458|toilets||||no|43.9263984|11.6188542
12345936748|toilets|||||45.7814949|12.8328377
12347859178|toilets||no|||42.3629924|13.7270220
12348813043|toilets|||||40.5601911|17.8073437
12353647381|toilets|||||45.0566398|9.7026518
12358147752|toilets|||||45.5911274|9.6201291
12364384085|toilets|||||44.3660276|7.5404473
12364909534|toilets||no|||43.7201492|10.9778455
12365153137|toilets||no||yes|43.5534375|13.5144964
12365153138|toilets||no||no|43.5533701|13.5144398
12365206488|toilets||||yes|43.5521563|13.5144382
12366996361|toilets||no|||42.4558650|14.1787349
12367848498|toilets||yes|||40.8511806|14.2363137
12370117507|toilets||yes|06:00-22:00||41.1417767|14.7695693
12372321543|toilets|||||44.4964855|7.5910722
12382048091|toilets|||||43.3149798|13.5818984
12382048092|toilets|||||43.3147845|13.5800856
12386032847|toilets|||||45.8443713|8.6703740
12387156155|toilets|||||41.9004220|16.1528307
12387156299|toilets|||||41.9003066|16.1526074
12390641642|toilets||yes|06:00-20:00||42.4688104|14.2033265
12393397429|toilets||yes|||41.3152744|16.2792167
12393854742|toilets||no|||45.9118408|10.8353466
12393882662|toilets||no||no|45.5091273|9.1884720
12394905876|toilets|||||45.6448845|13.0395389
12395990483|toilets||no|||38.1119338|12.6799942
12397350369|toilets|||||38.9190428|17.0075551
12399841329|toilets||yes|||40.6990133|17.3455673
12400111119|toilets|||||45.2522410|8.4476796
12400837614|toilets|||||39.5568148|16.1184653
12405211676|toilets|||||43.6127158|13.4992965
12406029481|toilets||||no|43.4317581|12.8559212
12406692545|toilets|||||45.3284989|7.7262465
12407907996|toilets||no||yes|45.4494210|11.8452155
12409770329|toilets|||||41.9496702|16.0092451
12411934265|toilets||||yes|45.4073964|7.8482731
12411934273|toilets||||yes|45.4072072|7.8461125
12411934287|toilets||||yes|45.4086029|8.0130402
12411952602|toilets||||yes|45.4075006|8.0125966
12413186989|toilets||no|||41.9459482|12.7728718
12417499948|toilets||yes|||45.5357431|9.9318150
12420316579|toilets|||||45.5138823|9.0697578
12420384410|toilets|||||45.5091895|9.0388121
12430490349|toilets|||||41.6442622|15.9376141
12435144971|toilets||||yes|46.9951114|11.5014085
12439670929|toilets|||||45.4575496|9.1827415
12442158474|toilets||||yes|44.3690453|8.6103054
12443603361|toilets||||yes|45.1286115|7.6781712
12443614407|toilets|||||45.6084335|7.7641310
12443630466|toilets||||yes|45.1285779|7.6906389
12444672486|toilets||||no|45.5121942|11.4833854
12444722293|toilets||||yes|45.4264743|11.3318156
12447518128|toilets||||yes|44.7045022|7.7642298
12447518135|toilets||||yes|44.7037787|7.7621280
12453042743|toilets||no||yes|45.0514172|9.7612809
12453042766|toilets||no||no|45.1399886|10.0698818
12453131986|toilets||no|||45.5639416|9.0540527
12455409906|toilets||no||yes|45.0773361|7.5934840
12455409907|toilets||no||yes|45.0773145|7.5935423
12455602969|toilets|||||45.5350645|8.3131003
12455618741|toilets|||||44.6040069|8.9545038
12458605225|toilets||no||no|46.0897273|9.3112693
12459747045|toilets||no|||45.1975785|7.8889292
12460532869|toilets|||||43.5549534|10.3065041
12460612016|toilets|||||44.3466551|9.1574151
12461066848|toilets|||||45.6664740|8.8847206
12463393746|toilets||no|||44.8009845|10.3288375
12463974030|toilets||no|||44.9558925|7.7910192
12464026823|toilets|||||44.8474194|7.7196993
12464052465|toilets||no|||44.8028370|8.2141025
12464873796|toilets||no|||45.3212743|9.3745979
12465127022|toilets|||||45.0557579|9.6966416
12466778185|toilets|||||42.8467324|11.5434375
12466892458|toilets||no||yes|46.3859307|11.2944317
12467198847|toilets|||||46.0322349|13.2446034
12467278190|toilets|||||45.5407057|10.7790874
12467278191|toilets|||||45.5401620|10.7809047
12467370612|toilets|||||45.5521878|10.7856089
12469091900|toilets||yes|||43.7754724|11.2495193
12469099701|toilets||yes|||43.7754829|11.2495714
12471331445|toilets||no||no|45.7202369|8.6049591
12471491704|toilets|||||43.7862977|11.2796511
12471834716|toilets||no|||45.6081810|12.2988775
12472586354|toilets|||||43.5571358|10.3366850
12474287458|toilets||yes||yes|41.8867941|12.5075969
12474929496|toilets||no|||44.9770041|7.7077295
12475469626|toilets||no||yes|45.5738913|9.3927481
12475794889|toilets|||||44.1221315|8.2544367
12476004882|toilets||||yes|44.8738799|7.7461510
12477869220|toilets||no|||38.0563821|12.8402938
12479418116|toilets|||||41.8348583|12.4826795
12479486809|toilets||||yes|41.8585948|12.5108317
12480903735|toilets||||no|45.0572623|7.6122600
