@id|amenity|name|fee|opening_hours|changing_table|@lat|@lon
5789449165|toilets||0.50 EUR||no|45.4682506|9.1752641
5798204867|toilets||0.20 EUR|||45.4808989|9.2255074
5808501339|toilets|||||45.4685489|9.1603634
5940596685|toilets||no|||45.4626426|9.1916525
5940637586|toilets||no|||45.4735432|9.1765453
5995314870|toilets||no|||45.4611027|8.8694062
6028593473|toilets||||no|45.5288074|9.0392475
6052630999|toilets||no|||45.5049522|9.2201981
6349608379|toilets|||||45.4738540|9.1033953
6349609922|toilets|||||45.4756228|9.0972673
6494460309|toilets|||||45.5409089|9.1909562
6804188461|toilets||no|||45.4709406|9.1899548
6880467580|toilets|||||45.4717088|8.9047821
6882255939|toilets||yes|||45.4857240|9.2375434
7598197239|toilets||no|||45.4895129|9.1033262
7787356610|toilets||no|||45.5341889|9.4685398
7787356611|toilets||no|||45.5341785|9.4684701
7935444310|toilets|||||45.5373894|9.1298717
8383965973|toilets||yes|Mo-Su 06:30-22:30||45.4333872|9.2385920
8530392384|toilets|||||45.5084207|9.2230888
8550853456|toilets||no|||45.4784545|9.1541903
8550853458|toilets||no|||45.4782100|9.1551612
8615074677|toilets|||||45.5222795|9.2168051
8657077193|toilets||no|||45.4161163|9.2360864
8726343153|toilets||yes|||45.4865681|9.2168378
8871196923|toilets|||||45.4950962|9.1532610
8887087530|toilets||||yes|45.4450720|9.0735253
8887087541|toilets||no||yes|45.4458926|9.0751169
8895325199|toilets||no|||45.5035173|9.2277203
8912964017|toilets||no|24/7||45.4982839|9.2483963
8945210909|toilets|||||45.5519578|9.0288680
8947432248|toilets|||||45.5578779|9.0809439
8951443659|toilets|||||45.3973472|8.9204990
9084053194|toilets|WC chimico|no|||45.4731924|9.2012712
9162150890|toilets||no||no|45.4353591|9.2413583
9188515350|toilets|||||45.5487228|9.0795831
9314890513|toilets||no|24/7|yes|45.5478429|9.2075096
9326687573|toilets||no||yes|45.4228202|9.2930688
9386630988|toilets|Public Restroom|no|||45.4749069|9.1014643
9420885570|toilets||yes|||45.4476449|9.1377438
9420885571|toilets|||||45.4438127|9.1290158
9425675665|toilets||no|||45.4648744|9.1920079
9493141378|toilets|||||45.5557803|9.0799651
9537224707|toilets|||||45.5211121|9.2043231
