@id|amenity|name|covered|indoor|access|fee|bicycle_parking|surveillance|capacity|@lat|@lon
1226778231|bicycle_parking|||||||||46.2128537|11.0891832
1228100001|bicycle_parking||||||||12|41.9018432|12.4262755
1235176551|bicycle_parking||||||||5|41.9026484|12.5164728
1237659293|bicycle_parking||yes|||no||||45.5654654|10.2312457
1237659328|bicycle_parking||yes|||no||||45.5654290|10.2312312
1240391163|bicycle_parking||||||||4|46.1904730|9.4216383
1240890947|bicycle_parking|||||||||46.0666660|11.1152251
1240890955|bicycle_parking|||||||||46.0667286|11.1150801
1240892020|bicycle_parking|||||||||41.9060415|12.4481658
1241205915|bicycle_parking||||||||5|41.9015659|12.5140164
1249832408|bicycle_parking||no|||no||||41.1360247|16.8448434
1249832414|bicycle_parking||no|||no||||41.1298020|16.8501462
1255130944|bicycle_parking||||||wall_loops|||41.9297456|12.4747556
1255134776|bicycle_parking|||||||||41.9297294|12.4733259
1260762361|bicycle_parking||||yes|no|stands||8|45.7078977|9.6752041
1262242737|bicycle_parking||||||||11|46.2132719|11.0936783
1265207832|bicycle_parking||||||||5|41.9027124|12.5168754
1268937183|bicycle_parking||||||||2|46.2119841|11.0940331
1268937408|bicycle_parking|||||||||46.2120064|11.0927312
1268937588|bicycle_parking||||||||3|46.2120098|11.0939902
1274238549|bicycle_parking||||||stands||18|45.4763388|9.1719623
1275687917|bicycle_parking||||||stands||12|41.9009379|12.4940272
1278098800|bicycle_parking|||||||||45.6266536|9.0243326
1278098840|bicycle_parking|||||||||45.6300939|9.0232641
1278098842|bicycle_parking|||||||||45.6266650|9.0243520
1278246438|bicycle_parking|||||||||45.6260242|9.0274354
1279027045|bicycle_parking||no||||stands||18|45.4760207|9.1714794
1279291410|bicycle_parking||||||||5|46.0645486|11.1213714
1279291451|bicycle_parking|||||||||46.0604949|11.1212350
1280727033|bicycle_parking||no||||stands||40|43.7690252|11.2561366
1282102988|bicycle_parking||yes||||stands||25|41.8563472|12.4780725
1289106729|bicycle_parking|||||||||46.4857156|11.3187033
1289106750|bicycle_parking|||||||||46.4859310|11.3188781
1290355777|bicycle_parking|||||||||46.4857999|11.3187826
1290982138|bicycle_parking||||||wall_loops|||46.2066009|11.1273828
1294630152|bicycle_parking||no||||stands||8|37.5073533|15.0859517
1296594743|bicycle_parking||||||||5|46.0836121|11.1222646
1297031990|bicycle_parking|||||||||46.2134494|11.0888494
1297036406|bicycle_parking|||||||||46.2133771|11.0902690
1298651304|bicycle_parking||no||||wall_loops|||46.4982982|11.3374507
1300215314|bicycle_parking||yes||||wall_loops||8|46.0694713|11.1236914
1300475385|bicycle_parking||no||yes|no|wall_loops||4|41.1320401|16.5520366
1300475391|bicycle_parking||no|no|||anchors|||41.1306162|16.5422912
1303294744|bicycle_parking||no||||wall_loops|||45.8873081|12.3041132
1303768657|bicycle_parking||no||||wall_loops||6|41.9179141|12.4648812
1303768660|bicycle_parking||||||||6|41.9173447|12.4658651
1305986863|bicycle_parking||||||||3|46.2141102|11.0912824
1305986892|bicycle_parking||||||||3|46.2141744|11.0913852
1307180338|bicycle_parking||no||||stands||20|46.0707979|11.1260019
1308053919|bicycle_parking||||||wall_loops||4|46.0918520|11.1163063
1309442246|bicycle_parking|||||||||46.0863473|11.1199227
1309442289|bicycle_parking|||||||||46.0862994|11.1199507
1311009193|bicycle_parking||no||||wall_loops||5|46.0579023|11.1330857
1312440679|bicycle_parking||no||||wall_loops||8|46.0670783|11.1201791
1312440696|bicycle_parking||||||||3|46.0688755|11.1206975
1313709030|bicycle_parking||no||||wall_loops||32|46.0696227|11.1207837
1316266208|bicycle_parking|||||||||45.6881755|9.6633815
1316451372|bicycle_parking||yes|||||||41.9295679|12.4730526
1316508798|bicycle_parking||no||||wall_loops||6|41.9151248|12.4656814
1319005660|bicycle_parking||no||yes||bollard||14|41.9259603|12.5730815
1319026645|bicycle_parking||no||||wall_loops||8|41.8948256|12.4935685
1320532708|bicycle_parking|||||||||46.1936938|11.1325524
1321507858|bicycle_parking||no||yes|no|wall_loops|||45.8832963|12.3050475
1328884534|bicycle_parking|||||||||45.9524455|12.0551377
1331468347|bicycle_parking||no||||wall_loops||9|46.0633910|11.1243167
1331468407|bicycle_parking||no||||wall_loops||18|46.0656258|11.1235993
1331577026|bicycle_parking||no|||no|rack||8|46.0060612|11.1282984
1332095784|bicycle_parking|||||||||45.5727999|12.8134307
1332095891|bicycle_parking|||||||||45.5727629|12.8137173
1332095911|bicycle_parking|||||||||45.5728784|12.8135372
1335838608|bicycle_parking||no||||wall_loops||9|46.1412703|11.1070941
1335838631|bicycle_parking||||||||4|46.1418830|11.1075637
1335838732|bicycle_parking||||||||8|46.1413672|11.1068075
1342407382|bicycle_parking|||||||||45.4477383|9.0372533
1344923986|bicycle_parking|||||||||45.7435483|9.7593067
1348968507|bicycle_parking|||||||||45.6626830|11.8310913
1351405867|bicycle_parking||||||||8|46.1664626|11.1094820
1351489030|bicycle_parking||||||||5|46.0911655|11.1124398
1351761987|bicycle_parking|Banca Intesasanpaolo|no|||||||45.0353464|9.1813315
1358016522|bicycle_parking||no||||wall_loops||8|46.0608786|11.1251452
1358016528|bicycle_parking||no||||wall_loops||6|46.0610955|11.1249092
1358081431|bicycle_parking||||||||7|41.8400406|12.4569014
1358239311|bicycle_parking||||||||8|46.1545920|11.8142967
1362032125|bicycle_parking||yes|yes|||stands||12|41.8300585|12.4662879
1365224529|bicycle_parking||||||||5|46.0450048|11.1053410
1366801180|bicycle_parking||no||||rack||4|46.0689405|11.1259523
1366801230|bicycle_parking||no|||no|rack||8|46.0700237|11.1278365
1366801235|bicycle_parking||no|||no|rack||12|46.0700879|11.1279260
1366801259|bicycle_parking||no||||wall_loops||4|46.0704828|11.1267200
1367678415|bicycle_parking||yes||yes|no|wall_loops|no|40|46.0953232|13.4240641
1368300341|bicycle_parking||no||||wall_loops||20|46.0671202|11.1261820
1369089267|bicycle_parking||no|||no||||41.1136083|16.9117995
1369089281|bicycle_parking||no|||no||||41.1133698|16.9118130
1369533465|bicycle_parking||no||||wall_loops||10|46.0677482|11.1246869
1370018268|bicycle_parking|||||||||45.5466638|9.2035334
1371177409|bicycle_parking||||||||4|46.0506788|11.0726456
1371177459|bicycle_parking||||||||2|46.0510534|11.0732063
1371177507|bicycle_parking||||||||2|46.0513952|11.0724731
1376673731|bicycle_parking|||||||||46.2128953|11.0914020
1377043432|bicycle_parking||no||||wall_loops||5|46.0744547|11.1230512
1381050971|bicycle_parking||||||||5|46.2182038|11.0478877
1381659950|bicycle_parking||||||||5|45.9175205|11.0665635
1381659968|bicycle_parking|||||||||45.9191178|11.0628942
1381659970|bicycle_parking||||||||3|45.9166260|11.0622562
1381930183|bicycle_parking||||||||7|46.1079660|11.1046329
1386188224|bicycle_parking|||||||||43.1811421|10.5388761
1386748733|bicycle_parking||||||||20|46.0332843|9.1227220
1386748761|bicycle_parking||||||||5|46.0333654|9.1222161
1386952210|bicycle_parking||yes||||wall_loops||10|41.8564366|12.4783204
1387698721|bicycle_parking||no||||wall_loops||6|41.9119305|12.4566276
1388374325|bicycle_parking||||||||3|45.3633153|9.6908518
1390610035|bicycle_parking|||||||||43.1923599|10.5373834
1395854845|bicycle_parking||||||||5|46.2659461|11.0858885
1402449405|bicycle_parking||no||||wall_loops||5|46.1393042|11.1120953
1404110944|bicycle_parking||no||||stands||10|46.0974629|11.1190411
1404120286|bicycle_parking||yes||||stands||10|41.7401760|12.2845702
1407744349|bicycle_parking|||||||||43.9307233|12.8697411
1408558463|bicycle_parking||no||||wall_loops||12|46.0841624|11.1198612
1411606933|bicycle_parking||||||||5|46.2806657|11.4345682
1414158475|bicycle_parking||||||||5|41.7327305|12.2669628
1414161301|bicycle_parking||||||||5|41.7317098|12.2701435
1425152488|bicycle_parking||yes||||||20|45.5128735|12.2236774
1427961611|bicycle_parking||yes|||||||45.6157658|8.8651404
1428767234|bicycle_parking|||||||||46.2130349|11.0945458
1429860637|bicycle_parking||no|no|||anchors|||41.1307539|16.5424664
1433102319|bicycle_parking|||||||||45.0986089|10.8502426
1433210626|bicycle_parking|||||||||46.4979578|11.3655156
1433210641|bicycle_parking|||||||||46.4973743|11.3654513
1433464282|bicycle_parking|||||||||46.4977091|11.3655934
1435825203|bicycle_parking|||||||||41.1528917|9.4269965
1444686979|bicycle_parking||||||||4|45.7471173|8.8140167
1449167168|bicycle_parking|||||||||46.3210668|11.0654556
1449642018|bicycle_parking|||||||||41.0970100|16.8655149
1453434841|bicycle_parking||no||||wall_loops||9|45.6108278|9.5221309
1454246763|bicycle_parking|||||||||46.0929210|11.1197147
1454332051|bicycle_parking|||||||||46.1004784|11.1014834
1459065099|bicycle_parking||||||wall_loops|||45.4060070|11.8722134
1459121933|bicycle_parking||||||wall_loops|||45.4106808|11.8763862
1459180123|bicycle_parking||no||||wall_loops||11|45.4101880|11.8687069
1459222005|bicycle_parking||||||wall_loops||5|45.4046703|11.8723468
1459222006|bicycle_parking||||||wall_loops||5|45.4046699|11.8723135
1459245072|bicycle_parking||||||wall_loops|||45.4091757|11.8749888
1459280055|bicycle_parking|||||||||45.4056927|11.8764600
1459284649|bicycle_parking||||||wall_loops|||45.4099392|11.8757005
1459309074|bicycle_parking||no||||wall_loops||10|45.4087068|11.8757062
1459347039|bicycle_parking||no||||wall_loops||5|45.4108129|11.8780991
1459357685|bicycle_parking||no||||wall_loops|||45.4078822|11.8722144
1459378521|bicycle_parking||no||||wall_loops||13|46.0668194|11.1290887
1459404996|bicycle_parking||no||||Verona_rack||10|45.4078564|11.8735748
1459404997|bicycle_parking||no||||Verona_rack||25|45.4078862|11.8734090
1460204889|bicycle_parking||no||||wall_loops||5|45.3996734|11.8772509
1460204897|bicycle_parking||no||||wall_loops||49|45.3997482|11.8769123
1460260788|bicycle_parking||||||wall_loops|||45.3983060|11.8785940
1460555307|bicycle_parking||no||||wall_loops|||45.4086392|11.8746251
