@id|leisure|name|opening_hours|indoor|fee|supervised|@lat|@lon
123804179|playground||||||46.7822778|11.2280713
240479957|playground||||||43.7305162|10.3950817
246140800|playground||||||44.3989816|8.9668179
249111901|playground||||||43.1110449|12.3927354
256072312|playground||||||45.4070038|11.8543939
256868872|playground||||||45.5056661|9.4249437
256874131|playground||||||45.5017380|9.4295271
256874133|playground||||||45.5019944|9.4313306
256874960|playground||||||45.5070316|9.4204118
257089682|playground||||||45.5072772|9.4299581
260480975|playground||||||45.4973844|9.4298359
260591876|playground||||||45.4955759|9.4254895
261081774|playground||||||46.2823923|11.4385758
264896886|playground||||||45.4942975|9.2224336
267633511|playground||||||45.9289526|8.5419474
269894253|playground||||||45.8846400|10.8436523
274082483|playground||||||43.7275697|10.3948363
278462634|playground||||||46.6104327|11.8969788
282962859|playground||||||45.6861480|13.7469995
283675621|playground||||||45.7897048|8.6198745
290276968|playground||||||44.2756156|10.5046862
290278218|playground||||||44.2942456|10.5205586
292619135|playground||||||43.7123128|10.4073231
295022817|playground||||||45.3904615|7.9650368
295076830|playground||||||43.5463715|13.0222996
297470562|playground||||||37.5220524|15.0942261
297559302|playground||||||44.5515820|9.1914873
299263398|playground||||||45.9051444|10.8407684
302088518|playground||||||46.1940113|11.1662301
302784326|playground||||||45.5152129|9.4473381
302784356|playground||||||45.5129122|9.4492101
303493321|playground||||||45.5151253|9.4539198
303832113|playground||||||46.3070683|11.5976968
303994974|playground||||||45.5502496|12.2414125
304318430|playground||||||45.5407962|12.2339698
305136639|playground||||||45.5550938|12.2659463
305585656|playground||||||45.5597371|12.2517281
309422286|playground||||||45.7693123|8.5935795
309429043|playground||||||45.5658568|12.2305996
310507750|playground||||||45.4951686|9.4210448
311335389|playground||||||42.3426802|13.4021309
312668538|playground||||||45.1591362|9.1894582
313067765|playground||||||45.8969106|10.8450099
313473761|playground||||||36.8290443|11.9405493
314729493|playground||||||45.8956795|10.8468831
315040102|playground||||||45.5345347|12.2340312
322712732|playground|Parco giochi Rabbi Fonti|||||46.4072113|10.8179586
322713433|playground|Parco giochi Malé|||||46.3511345|10.9083664
323136636|playground||||||45.5960406|12.2173776
323290073|playground|Parco giochi Madonna di Campiglio|||||46.2295235|10.8274963
328030196|playground||||||45.9636360|8.9747310
329692462|playground||||||43.5417423|10.4376100
330290973|playground||||||44.1449897|9.6453686
331608619|playground||||||45.5626029|12.1940159
331830961|playground||||||45.6551529|13.7850052
331830963|playground||||||45.6542337|13.7852713
339158057|playground||||||46.2555972|10.5165743
346369686|playground||||||45.4032103|9.0375092
348237883|playground||||||45.6825458|11.3799872
349909103|playground||||||44.8012207|10.3450313
350232382|playground||||||45.5475439|9.1891043
350365847|playground||||||45.5475344|9.1897110
351144095|playground|Giochi Bambini|||||43.3438318|12.5791944
359548870|playground||||||44.6499382|11.3722995
361378960|playground||||||46.0613578|11.1501795
361521340|playground||||||45.5479141|9.1797490
363684795|playground||||||45.7329085|11.3819393
365499675|playground||||||46.0865211|11.1210888
365555582|playground||||||44.3421339|11.7067198
365767033|playground||||||45.5531096|9.2043484
366689663|playground||||||43.7657624|10.5249380
368550766|playground||||||44.8000612|10.3157321
369837044|playground||||||45.4362981|9.1142155
369837050|playground||||||45.4371672|9.1140472
372776620|playground||||||46.0733547|10.3521322
380536774|playground||||||45.3553668|8.9552472
380537553|playground||||||41.7649680|12.2333103
380764396|playground||||||45.3731100|10.6299999
383021147|playground||||||44.7845426|10.3115880
386003592|playground||||||39.9560572|15.9760247
390000982|playground||||||41.0925626|15.3009452
392730833|playground||||||46.3533555|11.1026538
399532422|playground|Piazzale Pablo|||||44.8083920|10.3110970
400994133|playground||||||42.4755849|14.1919127
400994143|playground||||||42.4757535|14.1920132
403792240|playground||||||44.8016283|10.3000735
404669346|playground||||||37.5125469|15.0972063
410508484|playground||||||45.7006202|11.4249907
411735207|playground||||||44.1688014|12.4416308
413470622|playground||||||44.5925812|11.3646741
415860959|playground||||||45.9226462|10.8184928
