@id|leisure|name|opening_hours|indoor|fee|supervised|@lat|@lon
4028367112|playground||||||46.1074828|9.1292444
4029071272|playground||||||45.0728374|9.2964192
4031539688|playground||||||44.6348961|11.4176955
4031543193|playground||||||44.6350648|11.4165585
4031954729|playground|I Castagni secolari|||||42.8315439|11.5825822
4033331719|playground||||||45.4285755|11.8855556
4036086598|playground||||||45.4114707|12.0940372
4037419845|playground||||||45.0567410|9.2528629
4039940013|playground||||||44.2811038|11.8924652
4039940693|playground||||||44.2845383|11.8775182
4039950705|playground||||||44.2840376|11.8623885
4039953387|playground||||||44.2922314|11.8682644
4039953388|playground||||||44.2925850|11.8678849
4039956124|playground||||||44.2817201|11.9008690
4039956785|playground||||||44.2754807|11.8671365
4043824756|playground||||||46.0685069|8.6991123
4044330974|playground||||||44.3774565|8.5708054
4045530762|playground||||||44.4905215|8.8620608
4045981846|playground||||||44.2902925|11.8357062
4048645794|playground||||||45.6494013|7.8603219
4051766201|playground||||||45.4905488|9.2381175
4053759537|playground||||||44.3457888|9.1609224
4054626029|playground||||||40.8691638|14.0900355
4055263660|playground||||||45.4943583|9.1653213
4056313228|playground||||||45.5386517|9.2396148
4056712352|playground||||||45.9642939|10.9770389
4059435100|playground||||||45.3741014|11.8591660
4061033156|playground||||||46.6699205|11.0583863
4061719773|playground||||||46.7043310|11.1677376
4063372966|playground||||||43.6710186|10.2777979
4064878286|playground||||||45.7912702|9.3505894
4068160392|playground||||||44.3408055|9.1621678
4068476675|playground||||||43.3219854|10.4602946
4070141368|playground||||||44.4338001|11.6771254
4072070638|playground||||||45.4284401|9.1160720
4072435027|playground|Gonfiabili|||||45.8812520|11.1990119
4073415492|playground||||||45.4890750|9.2727287
4078910009|playground||||||45.0013061|7.6389675
4079574214|playground||||||46.7261087|11.1815741
4080804001|playground||||||46.7019110|11.1794048
4083218551|playground||||||45.5044520|9.1895354
4083218562|playground||||||45.5041437|9.1891102
4086578109|playground||||||38.0484569|14.8835855
4086928618|playground||||||45.5446065|10.8236252
4089875064|playground||||||39.8102277|9.4968462
4089928160|playground||||||43.8965471|10.9611616
4089950029|playground||||||43.0238995|10.5938084
4090220411|playground||||||42.9659061|10.6516233
4092313019|playground||||||45.0946257|8.9062457
4092382721|playground|gioco a molla|||||44.4430675|8.8956342
4092382722|playground|gioco a molla|||||44.4430430|8.8956678
4092382750|playground|scivolo|||||44.4429946|8.8956622
4092700910|playground||||||45.6862483|13.7880530
4093265332|playground||||||45.1045145|8.9019193
4093397283|playground||||||44.3960893|8.9958751
4095207402|playground||||||45.1099237|8.9083928
4104577735|playground||||||45.4162953|9.4287972
4106296400|playground|Gioco a molla|||||44.4414486|8.9028955
4106296401|playground|Gioco a molla|||||44.4415841|8.9028915
4106296402|playground|Scivolo|||||44.4415716|8.9029388
4107786019|playground||||||38.2072900|15.3913012
4107859796|playground||||||45.7592441|11.0105527
4108571409|playground||||||38.0398298|13.5512090
4109547629|playground|Gioco a molla|||||44.4471616|8.8954511
4109923903|playground|Bruco|||||44.4469539|8.8954464
4109923916|playground|Scivolo|||||44.4468969|8.8954043
4109927727|playground|4 giochi|||||44.4338047|8.8919461
4109935846|playground|Altalena|||||44.4543854|8.8968900
4112066605|playground||||||45.6159949|10.3162161
4112066625|playground||||||45.6161809|10.3215161
4112384701|playground||||||46.0725063|11.4932985
4114407836|playground||||||45.5069404|9.0856996
4116425590|playground||||||46.6968955|11.1726283
4118367774|playground||||||44.4167266|11.9684749
4118367775|playground||||||44.4173395|11.9702871
4118963628|playground||||||45.4064896|9.1286395
4121565890|playground||||||43.3145287|12.6227574
4123975541|playground||||||45.6611528|8.8008594
4127263046|playground||||||46.7096856|11.1851755
4127689631|playground||||||46.6979205|11.1722281
