@id|amenity|name|@lat|@lon
276551793|drinking_water||41.8861979|12.5154662
276552067|drinking_water||41.8804310|12.5062574
276553156|drinking_water||41.8755935|12.5074856
276553272|drinking_water||41.8629749|12.5027919
276555586|drinking_water||41.8764563|12.5099858
276555834|drinking_water||41.8890538|12.5076153
276591564|drinking_water||46.0182146|11.1055598
276591588|drinking_water||46.0187455|11.1042520
276591633|drinking_water||46.0181250|11.1036890
276591846|drinking_water||46.0196399|11.1079103
276601219|drinking_water||46.0190898|11.1054421
276601266|drinking_water||46.0174925|11.1053220
277013875|drinking_water||43.8961276|11.1069348
277025926|drinking_water||37.5047824|15.0827594
277027360|drinking_water||37.5173262|15.0831012
277095838|drinking_water||37.5181941|15.0878315
277290678|drinking_water||37.5142569|15.0787721
277383934|drinking_water|Fontana dei Libeneri|46.2200595|11.4197131
277594654|drinking_water||46.2691359|11.4298389
277636986|drinking_water||37.5125276|15.0874319
277637011|drinking_water||37.5134640|15.0840026
277716986|drinking_water||46.2418701|11.4272082
277716988|drinking_water||46.2674961|11.4391568
277727837|drinking_water||46.0374301|11.1077052
277727873|drinking_water||46.0377109|11.1063738
277729818|drinking_water||46.0800044|11.1144630
277730442|drinking_water||46.0661952|11.1540090
277816167|drinking_water||37.5187614|15.0894194
277816572|drinking_water||37.5169021|15.0846168
277831476|drinking_water||37.5218146|15.0900130
277868814|drinking_water|Fonte di Asciano|43.7481074|10.4628110
278131845|drinking_water||46.0193348|11.1057507
278131933|drinking_water||46.0097363|11.1236454
278166707|drinking_water||37.5140529|15.0691864
278169467|drinking_water||37.5130055|15.0717259
278171305|drinking_water||37.5126823|15.0741865
278561980|drinking_water||46.2497263|11.1700910
278767662|drinking_water||46.0548761|11.1362582
278767663|drinking_water||46.0581440|11.1375115
278767664|drinking_water||46.0616708|11.1368176
278767665|drinking_water||46.0612339|11.1303668
278767666|drinking_water||46.0686889|11.1279738
278767670|drinking_water||46.0701115|11.1255355
278767671|drinking_water||46.0702277|11.1204330
278767673|drinking_water||46.0632222|11.1260645
278767674|drinking_water||46.0637984|11.1266698
278980638|drinking_water||44.3308397|9.1707342
278983656|drinking_water||44.3240839|9.1777131
279155887|drinking_water||45.4967852|10.6056810
279155888|drinking_water||45.4998868|10.6050437
279155892|drinking_water||45.4916768|10.6092851
279155893|drinking_water||45.4921729|10.6076621
279183731|drinking_water||43.9052726|11.1162327
279196203|drinking_water||44.1490277|8.2841096
279462074|drinking_water||46.0649536|11.1565609
279463131|drinking_water||46.0662372|11.1559237
279548998|drinking_water||41.7895961|12.4645050
279565037|drinking_water||46.0672558|11.1659817
279714547|drinking_water|Lexer|46.7382147|12.1661054
279714554|drinking_water||46.7387429|12.1672008
279716575|drinking_water||46.7378158|12.1707811
279716583|drinking_water||46.7373624|12.1727564
279716589|drinking_water||46.7370893|12.1744785
279783447|drinking_water||41.8686149|12.5178213
279788988|drinking_water||41.8841698|12.5171582
279788989|drinking_water||41.8814155|12.5191521
279878641|drinking_water||41.8729950|12.5144256
279989436|drinking_water||46.2269596|11.3967707
280097194|drinking_water||45.7739358|8.5916751
280114851|drinking_water||41.8814024|12.4679109
280155142|drinking_water||41.7340497|12.2625380
280155143|drinking_water||41.8894610|12.5009036
280222242|drinking_water||46.0720939|9.1680496
280222246|drinking_water||46.0727202|9.1669765
280222278|drinking_water||46.0760173|9.1734029
280222564|drinking_water||46.0952747|9.1900493
280304573|drinking_water||45.7973023|8.5686133
280304875|drinking_water||45.7722283|8.5768351
280500735|drinking_water||45.5135954|9.2198516
280749526|drinking_water||37.5202104|15.0831872
280749847|drinking_water||37.5247433|15.0801253
280888442|drinking_water||41.8767866|12.5255870
280888443|drinking_water||41.8630973|12.5477105
281140126|drinking_water||41.8755287|12.5146119
281140127|drinking_water||41.8748860|12.5152695
281140562|drinking_water||41.8741999|12.5186098
281140563|drinking_water||41.8742663|12.5193287
281141273|drinking_water||41.8719288|12.5175772
281141310|drinking_water||41.8695856|12.5162725
281141311|drinking_water||41.8701633|12.5160316
281154553|drinking_water||38.1197277|13.3608995
281205208|drinking_water||44.1482204|8.2816889
281230803|drinking_water||46.3215991|10.8088334
281248646|drinking_water||46.3832404|12.1313523
281248647|drinking_water||46.3839185|12.1298443
281326267|drinking_water||46.0861161|11.1598624
281326269|drinking_water||46.0887532|11.1613475
281326272|drinking_water||46.0851692|11.1587387
281326274|drinking_water||46.0852070|11.1572569
281326278|drinking_water||46.0819596|11.1534747
281328920|drinking_water||46.1082514|11.1424417
281328921|drinking_water||46.1075416|11.1463846
281329847|drinking_water||46.0784451|10.9998924
281348356|drinking_water||41.8965137|12.4710680
281348357|drinking_water||41.8951519|12.4741025
281348358|drinking_water||41.8936532|12.4786635
281348359|drinking_water||41.8960295|12.4735047
281348360|drinking_water||41.8929056|12.4767467
281348403|drinking_water||41.8762653|12.4999450
281348404|drinking_water||41.8757912|12.5012652
281351519|drinking_water||41.8963253|12.4922226
281351520|drinking_water||41.8641679|12.4889460
281351621|drinking_water||41.8515278|12.4919644
281351996|drinking_water||41.8777420|12.5279087
281351999|drinking_water||41.8794122|12.5214648
281352641|drinking_water||41.8915913|12.5003989
281378391|drinking_water||43.8881215|11.1014718
281435983|drinking_water||46.3013004|10.8781198
281449717|drinking_water||45.5019769|9.1756372
281481911|drinking_water||46.2306762|11.4888256
281481912|drinking_water||46.2324562|11.4756350
281481914|drinking_water||46.2088701|11.5029239
281481917|drinking_water||46.2787502|11.4815454
281481918|drinking_water||46.2801374|11.4864256
281484467|drinking_water||46.2726278|11.4554878
281519488|drinking_water||43.3940820|10.4324867
281519641|drinking_water||43.3971378|10.4338395
281579462|drinking_water||45.4584046|9.1672768
281630057|drinking_water||41.8618055|12.4999906
281630154|drinking_water||41.8366362|12.5517461
281630155|drinking_water||41.8373797|12.5532466
281643625|drinking_water||41.8756990|12.5040270
281692702|drinking_water||46.2786350|11.4515044
281733009|drinking_water||46.2672906|11.4177655
281733041|drinking_water||46.2664396|11.4171350
282014241|drinking_water||45.4699474|9.1596846
282014367|drinking_water||45.4709129|9.1616488
282024770|drinking_water||45.9415185|9.4173219
282093114|drinking_water||37.5194801|15.0879783
282093986|drinking_water||46.2354811|11.4197903
282259632|drinking_water||46.2586163|11.5132434
282260365|drinking_water||46.2807755|11.5057108
282314357|drinking_water||45.4891677|9.1909798
282321210|drinking_water||37.5247664|15.0862136
282326651|drinking_water||37.5201058|15.0841878
282487363|drinking_water||44.0940979|10.7211309
282506199|drinking_water||44.4243601|8.8195994
282534300|drinking_water||45.4737824|9.2038858
282552339|drinking_water||43.5724975|10.3338524
282776885|drinking_water||46.3099892|11.0228836
282865097|drinking_water||46.7498177|11.9833303
282865098|drinking_water||46.7511781|11.9828453
282969507|drinking_water||45.5361293|9.2471030
283291260|drinking_water||46.2885497|11.5063071
283291261|drinking_water||46.2764969|11.5388890
283295797|drinking_water||46.2603831|10.9453637
283411505|drinking_water||44.4585067|8.7703207
283464688|drinking_water||44.4734516|8.7985084
283551180|drinking_water||46.7461647|11.9866711
283821792|drinking_water||37.5036740|15.0890460
283838331|drinking_water||45.4683131|9.2318354
284759548|drinking_water||46.2668399|11.4038170
284761465|drinking_water||46.3015914|11.4556933
284761477|drinking_water||46.3013366|11.4580483
284761499|drinking_water||46.3029322|11.4649028
284761515|drinking_water||46.2990929|11.4611967
285037481|||44.4572240|8.9409157
285310114|drinking_water||46.1314779|11.1016843
285882241|drinking_water||41.7867995|12.4757848
285932158|drinking_water||37.6144866|15.0791247
285952243|drinking_water||46.0737698|11.1345725
286290908|drinking_water||46.2800509|11.5916864
286290909|drinking_water||46.2833282|11.5709555
286523004|drinking_water||44.2762264|7.7497745
286523006|drinking_water||44.2752813|7.7502869
286523007|drinking_water||44.2766063|7.7502096
286523008|drinking_water||44.2900181|7.7496206
286523213|drinking_water||44.2944481|7.7451913
286525754|drinking_water||44.3062061|7.7117211
286525756|drinking_water||44.3035082|7.7081537
286525758|drinking_water||44.3011820|7.7078388
286525786|drinking_water||44.3030468|7.7090554
286527927|drinking_water||44.2649728|7.7337266
286528030|drinking_water||44.2787154|7.7388720
287244756|drinking_water||46.1745078|13.2442944
287275480|drinking_water||46.2171940|13.1210566
287658790|drinking_water||46.2812633|11.7667468
287670802|drinking_water||46.2552996|11.6661973
287964797|drinking_water||44.5441530|8.9559811
287968410|drinking_water||44.5207170|8.9880487
288229079|drinking_water||41.9370502|15.9541627
288229412|drinking_water||41.7072679|15.7052813
288473943|drinking_water||46.2783044|11.4341944
288480079|drinking_water||46.2894011|11.4550064
288480099|drinking_water||46.2898113|11.4566314
288480185|drinking_water||46.2871377|11.4570211
288480718|drinking_water||46.2817144|11.4362236
288489579|drinking_water||41.6909124|15.5974166
289003190|drinking_water||46.6985070|11.6759320
289003383|drinking_water||40.8905635|16.6988417
289017239|drinking_water||46.7761428|11.6415731
289017292|drinking_water||46.7956080|11.6673300
289158036|drinking_water||46.8868327|12.1733247
289234681|drinking_water||44.3714578|9.0921487
289549035|drinking_water||41.2231592|16.2933040
289550447|drinking_water||41.2148248|16.2933399
289550845|drinking_water||41.2258491|16.2978329
289578758|drinking_water||41.2275359|16.2953650
289621447|drinking_water||44.2486893|12.1779210
289664077|drinking_water||41.0517079|16.5610238
289721389|drinking_water||44.4078161|9.1807870
289905548|drinking_water||41.2636662|15.9031595
289905570|drinking_water||41.2644304|15.9038981
289917495|drinking_water||41.2652090|15.9072115
289941615|drinking_water|Fonte Egeria|41.8548144|12.5306760
289941616|drinking_water|Fonte Santa Maria alle Capannelle|41.8186140|12.5642309
289941617|drinking_water|Fonte Appia|41.8093411|12.5795199
289958463|drinking_water||41.2077993|16.2935189
289966765|drinking_water||41.2259622|16.2913952
289996689|drinking_water||46.2853184|11.4568973
289996793|drinking_water||46.3196236|11.4981142
290276947|drinking_water||44.2753754|10.5045448
290278206|drinking_water||44.2664940|10.5104780
290290946|drinking_water||44.0068395|10.8041540
290292637|drinking_water||41.2195970|16.2926922
290341971|drinking_water||44.3469549|9.1578966
290372243|drinking_water||40.4866776|9.6649609
290372246|drinking_water||40.2890962|9.4943776
290372250|drinking_water||40.4399860|9.6177269
290536366|drinking_water|AQP|41.0126922|15.3738153
291291910|drinking_water||46.3721730|11.5334740
